level,message,timestamp,src_port,Src IP,data,VT Malicious,VT Engines,VT Labels,VT Tags,VT Reputation,Geo Location,ISP,Malicious_Flag,Anon Src IP
info,Connection found,2025-03-28 21:32:14+00:00,41108,161.248.30.30,R0VUIC8gSFRUUC8xLjENCkhvc3Q6IDMuMTUuMjIuMTY3OjI1NzUNClVzZXItQWdlbnQ6IE1vemlsbGEvNS4wIChXaW5kb3dzIE5UIDEwLjA7IFdpbjY0OyB4NjQpDQpDb25uZWN0aW9uOiBjbG9zZQ0KQWNjZXB0LUVuY29kaW5nOiBnemlwDQoNCg==,0,,,,0,VN,AS45899 VNPT Corp,0,91.216.17.102
info,Connection found,2025-03-28 21:32:19+00:00,42680,161.248.30.30,FgMBAO4BAADqAwOzyGiomDPuvE8ldXAuQ785hflQEWv68EZe8CHoN3l2ZSAKRxLRE0elWga26YuvoZiSqP2qMXx6AYwawQAHYwEufgAmwC/AMMArwCzMqMypwBPACcAUwAoAnACdAC8ANcASAAoTARMDEwIBAAB7AAUABQEAAAAAAAoACgAIAB0AFwAYABkACwACAQAADQAaABgIBAQDCAcIBQgGBAEFAQYBBQMGAwIBAgP/AQABAAASAAAAKwAJCAMEAwMDAgMBADMAJgAkAB0AIEaljQ/zEj8//WUj7DjzOuFFJ0UqEJ53ag6PVoDztLd5,0,,,,0,VN,AS45899 VNPT Corp,0,91.216.17.102
info,Connection found,2025-04-01 15:46:58+00:00,54630,161.248.30.30,R0VUIC8gSFRUUC8xLjENCkhvc3Q6IDMuMTUuMjIuMTY3OjI1NzUNClVzZXItQWdlbnQ6IE1vemlsbGEvNS4wIChXaW5kb3dzIE5UIDEwLjA7IFdpbjY0OyB4NjQpDQpDb25uZWN0aW9uOiBjbG9zZQ0KQWNjZXB0LUVuY29kaW5nOiBnemlwDQoNCg==,0,,,,0,VN,AS45899 VNPT Corp,0,91.216.17.102
info,Connection found,2025-04-01 15:47:03+00:00,54646,161.248.30.30,FgMBAO4BAADqAwO6tbsQUQ0nYg13J1Nl1+J6QtQkYeJpiFOmMORp3lErASDhXBXpHviVzI9dpXDlZKkgMjr0r3WRC/5ph18ym4WkXwAmwC/AMMArwCzMqMypwBPACcAUwAoAnACdAC8ANcASAAoTARMDEwIBAAB7AAUABQEAAAAAAAoACgAIAB0AFwAYABkACwACAQAADQAaABgIBAQDCAcIBQgGBAEFAQYBBQMGAwIBAgP/AQABAAASAAAAKwAJCAMEAwMDAgMBADMAJgAkAB0AIPrKFXKN7PAU1KLErKgLZfTF2772T3+e7scrm/8Qo3w2,0,,,,0,VN,AS45899 VNPT Corp,0,91.216.17.102
info,Connection found,2025-04-01 19:16:50+00:00,38407,91.196.152.41,FgMDAaQBAAGgAwPy82usVPYH7qLd0i2NPVrzwDSXrL0b3UUN0fJiTz0PDyAzkK+zqJcUChncgwyhY+orsXPr4O7gWBP7EdsY3mPADACKABYAMwBnwJ7AogCeADkAa8CfwKMAnwBFAL4AiADEAJrACMAJwCPArMCuwCvACsAkwK3Ar8AswHLAc8ypEwITAcwUwAfAEsATwCfAL8AUwCjAMMBgwGHAdsB3zKgTBRMEEwPME8ARAAoALwA8wJzAoACcADUAPcCdwKEAnQBBALoAhADAAAcABAAFAQAAzQAAABAADgAACzMuMTUuMjIuMTY3ABcAAAABAAEB/wEAAQAACgAKAAgAHQAXABgAGQALAAIBAAAjAAAAEAA8ADoCaHEDaDJjAmgyBnNwZHkvMwZzcGR5LzIGc3BkeS8xCGh0dHAvMS4xCGh0dHAvMS4wCGh0dHAvMC45AA0AFAASBAMIBAQBBQMIBQUBCAYGAQIBADMAJgAkAB0AILeOImmqduVTgDuIDHkfMVY/OfhF4eBBZYs+ZD1AOZvAAC0AAgEBACsABwYDAwMCAwE=,11,"ADMINUSLabs, Criminal IP, alphaMountain.ai, CINS Army, CyRadar, Forcepoint ThreatSeeker, Fortinet, Guardpot, Lionic, SOCRadar, VIPRE","malicious, malicious, malicious, malicious, malicious, malicious, malware, malicious, malicious, malware, malware",,0,FR,AS213412 ONYPHE SAS,0,152.60.107.169
info,Connection found,2025-04-01 19:17:51+00:00,44237,91.196.152.69,FgMDAaQBAAGgAwNu7ME8HX0/Ltwr8/y9aBGv5AkBOdEG3RXbvuNzTPJvOyArsag0haQZvsvGriOf0TIcbvznGrNxGRLwt9QzIWJ9rQCKABYAMwBnwJ7AogCeADkAa8CfwKMAnwBFAL4AiADEAJrACMAJwCPArMCuwCvACsAkwK3Ar8AswHLAc8ypEwITAcwUwAfAEsATwCfAL8AUwCjAMMBgwGHAdsB3zKgTBRMEEwPME8ARAAoALwA8wJzAoACcADUAPcCdwKEAnQBBALoAhADAAAcABAAFAQAAzQAAABAADgAACzMuMTUuMjIuMTY3ABcAAAABAAEB/wEAAQAACgAKAAgAHQAXABgAGQALAAIBAAAjAAAAEAA8ADoCaHEDaDJjAmgyBnNwZHkvMwZzcGR5LzIGc3BkeS8xCGh0dHAvMS4xCGh0dHAvMS4wCGh0dHAvMC45AA0AFAASBAMIBAQBBQMIBQUBCAYGAQIBADMAJgAkAB0AILeOImmqduVTgDuIDHkfMVY/OfhF4eBBZYs+ZD1AOZvAAC0AAgEBACsABwYDAwMCAwE=,7,"ADMINUSLabs, Criminal IP, CINS Army, CyRadar, Forcepoint ThreatSeeker, Guardpot, SOCRadar","malicious, malicious, malicious, malicious, malicious, malicious, malware",,-1,FR,AS213412 ONYPHE SAS,0,152.60.107.197
info,Connection found,2025-04-01 19:17:57+00:00,59803,91.196.152.64,R0VUIC8gSFRUUC8xLjENCkhvc3Q6IDMuMTUuMjIuMTY3OjI1NzUNCkNvbm5lY3Rpb246IGNsb3NlDQpVc2VyLUFnZW50OiBNb3ppbGxhLzUuMCAoWDExOyBVYnVudHU7IExpbnV4IHg4Nl82NDsgcnY6MTMwLjApIEdlY2tvLzIwMTAwMTAxIEZpcmVmb3gvMTMwLjANCkFjY2VwdDogdGV4dC9odG1sLGFwcGxpY2F0aW9uL3hodG1sK3htbCxhcHBsaWNhdGlvbi94bWw7cT0wLjksKi8qO3E9MC44DQpBY2NlcHQtTGFuZ3VhZ2U6IGVuLVVTLGVuO3E9MC41DQoNCg==,6,"Criminal IP, Certego, CyRadar, Forcepoint ThreatSeeker, Lionic, SOCRadar","malicious, malicious, malicious, malicious, malicious, malicious",,0,FR,AS213412 ONYPHE SAS,0,152.60.107.192
info,Connection found,2025-04-05 12:09:33+00:00,33460,161.248.30.30,R0VUIC8gSFRUUC8xLjENCkhvc3Q6IDMuMTUuMjIuMTY3OjI1NzUNClVzZXItQWdlbnQ6IE1vemlsbGEvNS4wIChXaW5kb3dzIE5UIDEwLjA7IFdpbjY0OyB4NjQpDQpDb25uZWN0aW9uOiBjbG9zZQ0KQWNjZXB0LUVuY29kaW5nOiBnemlwDQoNCg==,0,,,,0,VN,AS45899 VNPT Corp,0,91.216.17.102
info,Connection found,2025-04-05 12:09:39+00:00,58198,161.248.30.30,FgMBAO4BAADqAwNV317g+8ZYiTuuOrU23XAlNn6115bvc4lEMH4p2wAhkSBJEgASUoh03J9r9wTmc1i5ij8ovdUdAhlYc8XaryK3JwAmwC/AMMArwCzMqMypwBPACcAUwAoAnACdAC8ANcASAAoTARMDEwIBAAB7AAUABQEAAAAAAAoACgAIAB0AFwAYABkACwACAQAADQAaABgIBAQDCAcIBQgGBAEFAQYBBQMGAwIBAgP/AQABAAASAAAAKwAJCAMEAwMDAgMBADMAJgAkAB0AICjDAruIlQ2GkK4XyZgRv6s6SV2Xmor9a3N26PYEI00q,0,,,,0,VN,AS45899 VNPT Corp,0,91.216.17.102
info,Connection found,2025-04-07 21:02:14+00:00,39349,51.81.144.35,FgMDAaQBAAGgAwN2JQOAn6lq4goy9uISsr67MvQ5CsGPfCZA2Mst8hTtvSDZiZK3kHEyvANHNEsgETTwx4MxPH3Or7KD8n3Rz2QPngCKABYAMwBnwJ7AogCeADkAa8CfwKMAnwBFAL4AiADEAJrACMAJwCPArMCuwCvACsAkwK3Ar8AswHLAc8ypEwITAcwUwAfAEsATwCfAL8AUwCjAMMBgwGHAdsB3zKgTBRMEEwPME8ARAAoALwA8wJzAoACcADUAPcCdwKEAnQBBALoAhADAAAcABAAFAQAAzQAAABAADgAACzMuMTUuMjIuMTY3ABcAAAABAAEB/wEAAQAACgAKAAgAHQAXABgAGQALAAIBAAAjAAAAEAA8ADoCaHEDaDJjAmgyBnNwZHkvMwZzcGR5LzIGc3BkeS8xCGh0dHAvMS4xCGh0dHAvMS4wCGh0dHAvMC45AA0AFAASBAMIBAQBBQMIBQUBCAYGAQIBADMAJgAkAB0AILeOImmqduVTgDuIDHkfMVY/OfhF4eBBZYs+ZD1AOZvAAC0AAgEBACsABwYDAwMCAwE=,5,"ADMINUSLabs, BitDefender, CyRadar, G-Data, SOCRadar","malicious, phishing, phishing, phishing, malware",,0,US,AS16276 OVH SAS,0,200.238.25.160
info,Connection found,2025-04-07 21:03:38+00:00,59587,51.81.144.43,FgMDAaQBAAGgAwPPzDGKiradwoITA///DilZAuXmvvhDOvDu3O8wZdn+YyDR+bfeIs5z/jrv5k1p3+lguadp6znekB+S3HoC/pzoLACKABYAMwBnwJ7AogCeADkAa8CfwKMAnwBFAL4AiADEAJrACMAJwCPArMCuwCvACsAkwK3Ar8AswHLAc8ypEwITAcwUwAfAEsATwCfAL8AUwCjAMMBgwGHAdsB3zKgTBRMEEwPME8ARAAoALwA8wJzAoACcADUAPcCdwKEAnQBBALoAhADAAAcABAAFAQAAzQAAABAADgAACzMuMTUuMjIuMTY3ABcAAAABAAEB/wEAAQAACgAKAAgAHQAXABgAGQALAAIBAAAjAAAAEAA8ADoCaHEDaDJjAmgyBnNwZHkvMwZzcGR5LzIGc3BkeS8xCGh0dHAvMS4xCGh0dHAvMS4wCGh0dHAvMC45AA0AFAASBAMIBAQBBQMIBQUBCAYGAQIBADMAJgAkAB0AILeOImmqduVTgDuIDHkfMVY/OfhF4eBBZYs+ZD1AOZvAAC0AAgEBACsABwYDAwMCAwE=,2,"Guardpot, SOCRadar","malicious, malware",,0,US,AS16276 OVH SAS,0,200.238.25.172
info,Connection found,2025-04-07 21:03:46+00:00,58549,51.81.144.35,R0VUIC8gSFRUUC8xLjENCkhvc3Q6IDMuMTUuMjIuMTY3OjI1NzUNCkNvbm5lY3Rpb246IGNsb3NlDQpVc2VyLUFnZW50OiBNb3ppbGxhLzUuMCAoWDExOyBVYnVudHU7IExpbnV4IHg4Nl82NDsgcnY6MTM0LjApIEdlY2tvLzIwMTAwMTAxIEZpcmVmb3gvMTM0LjANCkFjY2VwdDogdGV4dC9odG1sLGFwcGxpY2F0aW9uL3hodG1sK3htbCxhcHBsaWNhdGlvbi94bWw7cT0wLjksKi8qO3E9MC44DQpBY2NlcHQtTGFuZ3VhZ2U6IGVuLVVTLGVuO3E9MC41DQoNCg==,5,"ADMINUSLabs, BitDefender, CyRadar, G-Data, SOCRadar","malicious, phishing, phishing, phishing, malware",,0,US,AS16276 OVH SAS,0,200.238.25.160
info,Connection found,2025-04-09 08:23:04+00:00,43164,161.248.30.30,R0VUIC8gSFRUUC8xLjENCkhvc3Q6IDMuMTUuMjIuMTY3OjI1NzUNClVzZXItQWdlbnQ6IE1vemlsbGEvNS4wIChXaW5kb3dzIE5UIDEwLjA7IFdpbjY0OyB4NjQpDQpDb25uZWN0aW9uOiBjbG9zZQ0KQWNjZXB0LUVuY29kaW5nOiBnemlwDQoNCg==,0,,,,0,VN,AS45899 VNPT Corp,0,91.216.17.102
info,Connection found,2025-04-09 08:23:08+00:00,43686,161.248.30.30,FgMBAO4BAADqAwO+mZwuhDqRq2lK16wqlKLgM3fM39cip7o5G9xTAezKjyBFk5q9/Mrr4iJdCMuQvpY/cj8ur/UFLYv7k7Ww49DAZQAmwC/AMMArwCzMqMypwBPACcAUwAoAnACdAC8ANcASAAoTARMDEwIBAAB7AAUABQEAAAAAAAoACgAIAB0AFwAYABkACwACAQAADQAaABgIBAQDCAcIBQgGBAEFAQYBBQMGAwIBAgP/AQABAAASAAAAKwAJCAMEAwMDAgMBADMAJgAkAB0AIO/C6GZdZT4WqiGjgFRVdrfSFn8M3vtmq/Y5rrX6+KcP,0,,,,0,VN,AS45899 VNPT Corp,0,91.216.17.102
info,Connection found,2025-04-12 13:37:45+00:00,35364,193.174.89.19,C01TSHxeflwmfFNFQ1VSSVRZU0NBTk5FUnxmaC1tdWVuc3Rlci5kZXxSRUNFSVZFUl9BUFB8UkVDRUlWRVJfRkFDfDIwMjQxMDA5MTIzMHx8UVJZXkExOXwxMjM0NTZ8UHwyLjQgUVJEfDIwMjQxMDA5MTIzMHxSfEl8MTIzNDU2fERFTXx8fHx8UkVTHA0=,10,"ADMINUSLabs, Criminal IP, alphaMountain.ai, BitDefender, Certego, CyRadar, Fortinet, G-Data, Lionic, SOCRadar","malicious, malicious, malicious, phishing, malicious, malicious, malware, phishing, malicious, malware",,-21,DE,AS680 Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.,0,2.81.171.15
